accession	domain	phylum	class	order	family	genus	species	cutacc	assembly_status	refseq_category	taxonomy_check_status	match_status	completeness	completeness_percentile	contamination	geo_loc_name	lat_lon	host	isolation_source	sample_type
RS_GCF_001422045.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001422045	GCF_001422045.1	current	NA	OK	genus_match	99.14	100	2.08	Switzerland:Zurich	47.4090306 N 8.47016944 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_003688625.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003688625	GCF_003688625.1	current	NA	OK	genus_match	99.09	100	2.38	missing	missing	not applicable	missing	ncbi
RS_GCF_001424005.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001424005	GCF_001424005.1	current	NA	OK	genus_match	99.11	100	2.38	Germany:Tubingen	48.5560194 N 9.13494444 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_003688595.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003688595	GCF_003688595.1	current	NA	OK	genus_match	98.84	100	2.5	missing	missing	not applicable	missing	ncbi
RS_GCF_003050745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003050745	GCF_003050745.1	current	NA	OK	genus_match	98.99	100	2.47	missing	missing	not applicable	missing	ncbi
RS_GCF_004340945.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004340945	GCF_004340945.1	current	NA	OK	genus_match	98.64	100	1.39	missing	missing	not applicable	missing	ncbi
GB_GCA_003240625.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi_A	GCA_003240625.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	USA: Pittsburgh, Pennsylvania Magee Womens Hospital	40.43682860 N 79.96068800 W	NA	hospital NICU surfaces and sink samples	ncbi
RS_GCF_014358075.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas albertensis	GCF_014358075.1	current	NA	OK	species_match	94.89	50	1.05	Canada: Alberta	NA	wheat	necrotic leaf	ncbi
RS_GCF_001421805.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421805	GCF_001421805.1	current	NA	OK	genus_match	99.12	100	0.93	Switzerland:Zurich	47.4090306 N 8.47016944 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_003050705.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aurantiaca	GCF_003050705.1	current	reference genome	OK	below_threshold_mismatch	98.93	66.666664	1.99	Finland	missing	not applicable	missing	reference
RS_GCF_004101245.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004101245	GCF_004101245.1	current	NA	OK	genus_match	99.06	100	1.8	Antarctica	NA	NA	water	ncbi
RS_GCF_013374115.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013374115	GCF_013374115.1	current	NA	OK	genus_match	99.19	100	1.38	Antarctica: Skarvsnes, Hotoke-Ike lake	69.4666 S 39.5666 E	NA	NA	ncbi
RS_GCF_001421535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421535	GCF_001421535.1	current	NA	OK	genus_match	98.55	100	1.49	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_003046295.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aerolata	GCF_003046295.1	current	NA	OK	below_threshold_mismatch	99.19	66.666664	0.76	United Kingdom:Norwich	52.63 N 1.3 E	not applicable	missing	ncbi
GB_GCA_005773165.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005773165	GCA_005773165.1	current	NA	Inconclusive	low_coverage	NA	NA	NA	China: Fuxian Lake, Yuxi	24.541 N 102.895 E	NA	freshwater	ncbi
RS_GCF_014641735.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas metalli	GCF_014641735.1	current	reference genome	OK	below_threshold_mismatch	98.69	100	2.83	not applicable	not applicable	NA	NA	reference
RS_GCF_900115745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas rubra	GCF_900115745.1	current	reference genome	OK	below_threshold_mismatch	98.87	100	1.02	missing	missing	NA	NA	reference
RS_GCF_001423765.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001423765	GCF_001423765.1	current	NA	OK	genus_match	99.55	100	0.52	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_018139225.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018139225	GCF_018139225.1	suppressed	NA	Inconclusive	below_threshold_mismatch	53.88	100	25.73	South Korea: Seoul	NA	NA	soil	suppressed
RS_GCF_014841615.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014841615	GCF_014841615.1	current	NA	OK	genus_match	98.93	100	3.03	France	NA	Brassica napus	Seed	ncbi
RS_GCF_001426195.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001426195	GCF_001426195.1	current	NA	OK	genus_match	99.32	100	0.95	Switzerland:Zurich	47.4090306 N 8.47016944 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_016427505.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016427505	GCF_016427505.1	current	reference genome	Inconclusive	below_threshold_mismatch	99.52	100	1.02	South Korea: Gwangju-si	NA	NA	soil	reference
RS_GCF_003951315.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003951315	GCF_003951315.1	current	NA	OK	genus_match	99.19	100	2.48	USA	38.984652 N 77.094709 W	Homo sapiens	pleural fluid	ncbi
RS_GCF_014199625.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas abaci	GCF_014199625.1	current	reference genome	OK	below_threshold_mismatch	99.14	100	3.26	Austria	missing	not applicable	missing	reference
RS_GCF_014197105.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas jinjuensis	GCF_014197105.1	current	reference genome	OK	below_threshold_mismatch	99.42	100	1.1	South Korea:Jinju	missing	not applicable	missing	reference
RS_GCF_014199305.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aerophila	GCF_014199305.1	current	reference genome	OK	below_threshold_mismatch	98.93	100	2	missing	missing	not applicable	missing	reference
RS_GCF_900110035.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gellani	GCF_900110035.1	current	reference genome	OK	below_threshold_mismatch	99.05	100	2.6	missing	missing	NA	NA	reference
RS_GCF_009789535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas carotinifaciens	GCF_009789535.1	current	reference genome	OK	species_match	99.71	75	2.63	none	none	NA	NA	reference
RS_GCF_000739895.2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas paucimobilis	GCF_000739895.2	current	NA	OK	species_match	99.42	22.222221	2.4	NA	NA	NA	NA	ncbi
RS_GCF_014196255.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pseudosanguinis	GCF_014196255.1	current	NA	OK	species_match	99.52	100	0.85	missing	missing	not applicable	missing	ncbi
RS_GCF_014197135.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas zeae	GCF_014197135.1	current	reference genome	OK	species_match	99.23	100	1.84	missing	missing	not applicable	missing	reference
RS_GCF_001476905.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sanguinis_B	GCF_001476905.1	current	NA	OK	species_match	97.99	23.076923	1.9	India	NA	Oryza sativa	NA	ncbi
RS_GCF_001591005.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sanguinis	GCF_001591005.1	current	reference genome	OK	below_threshold_mismatch	99.46	84.61539	2.23	missing	missing	NA	NA	reference
GB_GCA_019112965.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas excrementigallinarum	GCA_019112965.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	not applicable	NA	Gallus gallus	NA	ncbi
RS_GCF_000787715.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas parapaucimobilis	GCF_000787715.1	current	reference genome	OK	below_threshold_mismatch	99.46	100	2.18	Japan	NA	NA	NA	reference
RS_GCF_001477495.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yabuuchiae_A	GCF_001477495.1	current	NA	Inconclusive	below_threshold_match	98.22	33.333332	2.08	India	NA	Oryza sativa	NA	ncbi
RS_GCF_014199595.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yabuuchiae	GCF_014199595.1	current	NA	OK	species_match	99.46	100	1.42	missing	missing	not applicable	missing	ncbi
RS_GCF_016107325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016107325	GCF_016107325.1	current	NA	OK	genus_match	99.57	100	1.77	South Korea	NA	NA	automobile	ncbi
RS_GCF_003355005.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003355005	GCF_003355005.1	current	NA	OK	genus_match	99.29	100	2.07	Peru	NA	NA	Sf9 cell culture media	ncbi
RS_GCF_016820445.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016820445	GCF_016820445.1	current	reference genome	Inconclusive	below_threshold_mismatch	99.19	100	0.9	China: Szechuan	NA	NA	pit mud of baijiu fermentation	reference
GB_GCA_003075315.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003075315	GCA_003075315.1	current	NA	Inconclusive	below_threshold_mismatch	65.88	100	9.32	USA: South Dakota	NA	NA	Bioreactor	ncbi
RS_GCF_014196115.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aquatilis	GCF_014196115.1	current	NA	OK	species_match	99.57	100	0.67	missing	missing	not applicable	missing	ncbi
RS_GCF_000632225.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000632225	GCF_000632225.1	current	NA	OK	genus_match	98.91	100	2.54	USA:New York, Geneva	NA	Salix sp. (willow)	Willow (Salix sp.)	ncbi
RS_GCF_000764535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi	GCF_000764535.1	current	reference genome	OK	below_threshold_mismatch	99.53	100	1.51	Canada: Quebec	NA	NA	Plant	reference
RS_GCF_013409985.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas melonis_A	GCF_013409985.1	current	NA	Inconclusive	below_threshold_mismatch	78.83	13.333333	11.4	missing	missing	not applicable	missing	ncbi
GB_GCA_002292295.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002292295	GCA_002292295.1	current	NA	OK	genus_match	98.96	100	1.25	North Sea	NA	NA	Subsurface seawater	ncbi
RS_GCF_010450875.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas insulae	GCF_010450875.1	current	reference genome	OK	species_match	96.79	33.333332	1.39	South Korea	NA	NA	soil	reference
RS_GCF_002288825.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas lenta	GCF_002288825.1	current	reference genome	OK	below_threshold_mismatch	98.54	100	2.17	China: Guangzhou, Guangdong	NA	NA	abandoned lead-zinc mine	reference
RS_GCF_002374835.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas ginsenosidimutans	GCF_002374835.1	current	reference genome	OK	below_threshold_mismatch	99.76	100	1.4	South Korea: Pocheon province	NA	NA	soil	reference
RS_GCF_002374855.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas adhaesiva	GCF_002374855.1	current	reference genome	OK	species_match	99.67	100	1.95	Japan	NA	NA	traviolet-irradiated water	reference
RS_GCF_004345855.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004345855	GCF_004345855.1	current	NA	OK	genus_match	99.74	100	1.67	missing	missing	not applicable	missing	ncbi
RS_GCF_014193845.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014193845	GCF_014193845.1	current	NA	OK	genus_match	99.83	100	1.47	missing	missing	not applicable	missing	ncbi
RS_GCF_014194975.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014194975	GCF_014194975.1	current	NA	OK	genus_match	99.64	100	1.93	missing	missing	not applicable	missing	ncbi
GB_GCA_003243195.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas taxi_B	GCA_003243195.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	USA: Pittsburgh, Pennsylvania Magee Womens Hospital	40.43682860 N 79.96068800 W	NA	hospital NICU surfaces and sink samples	ncbi
RS_GCF_000419605.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas phyllosphaerae_B	GCF_000419605.1	current	NA	Inconclusive	below_threshold_match	98.26	75	1.52	NA	NA	NA	NA	ncbi
RS_GCF_001421995.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421995	GCF_001421995.1	current	NA	OK	genus_match	99.37	100	0.73	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001476895.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas endophytica_A	GCF_001476895.1	current	NA	Inconclusive	below_threshold_match	97.84	25	3.25	India	NA	Oryza sativa	NA	ncbi
RS_GCF_902506455.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902506455	GCF_902506455.1	current	NA	OK	genus_match	99.67	100	1.02	NA	NA	Ectocarpus subulatus	NA	ncbi
RS_GCF_000427645.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas phyllosphaerae	GCF_000427645.1	current	reference genome	OK	below_threshold_mismatch	99.21	100	1.67	Argentina	31.398 S 64.182 W	Vachellia caven	NA	reference
RS_GCF_014199415.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas endophytica	GCF_014199415.1	current	NA	OK	species_match	99.62	75	1.26	missing	missing	not applicable	missing	ncbi
RS_GCF_001425405.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001425405	GCF_001425405.1	current	NA	OK	genus_match	99.07	100	0.67	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_012035195.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012035195	GCF_012035195.1	current	reference genome	OK	below_threshold_mismatch	99.56	100	1.65	China: Hefei	NA	Quercus mongolica	bark	reference
RS_GCF_013328205.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hominis	GCF_013328205.1	current	reference genome	OK	below_threshold_mismatch	98.76	100	1.31	China: Nanjing	NA	Homo sapiens	hair of a 22-year-old girl	reference
RS_GCF_000382485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000382485	GCF_000382485.1	current	NA	OK	genus_match	98.52	100	1.35	NA	NA	NA	NA	ncbi
RS_GCF_900109565.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas palmae	GCF_900109565.1	current	reference genome	OK	below_threshold_mismatch	98.92	100	0.99	missing	missing	not applicable	missing	reference
RS_GCF_005502745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005502745	GCF_005502745.1	current	NA	OK	genus_match	99	100	1.91	Italy: Trento	46.01 N 10.52 E	NA	alpine spring water	ncbi
GB_GCA_017304125.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017304125	GCA_017304125.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	South Africa: Capetown	33.95 S 18.46 E	NA	biofilm fraction from bioreactor innoculated with Activated Sludge Tailings Effluent Remediation (ASTER); culture conditions: molasses with increasing thiocyanate and no molasses at 250 mg/L thiocyanate	ncbi
RS_GCF_014204695.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001897045	GCF_014204695.1	suppressed	NA	NA	NA	NA	NA	NA	USA: Yellowstone National Park	missing	not applicable	missing	suppressed
GB_GCA_001897375.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001897375	GCA_001897375.1	current	NA	OK	genus_match	98.54	100	1.99	South Africa: University of Cape Town	33.9575 S 18.4606 E	NA	Ammonium sulfate bioreactor	ncbi
RS_GCF_013344685.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013344685	GCF_013344685.1	current	NA	OK	genus_match	99.15	100	2.78	China: Shenzhen	22.35 N 113.58 E	NA	NA	ncbi
RS_GCF_002117915.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002117915	GCF_002117915.1	current	NA	OK	genus_match	99.37	100	1.17	Japan:Kanagawa, Tanzawa	35.26 N 139.10 E	Trebouxia sp. TZW2008	NA	ncbi
RS_GCF_014217605.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014217605	GCF_014217605.1	current	NA	OK	genus_match	99.37	100	0.82	Antarctica: Wilkes tip	66.25972222 S 110.53944444 E	NA	soil	ncbi
RS_GCF_001981525.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas jeddahensis	GCF_001981525.1	current	reference genome	OK	below_threshold_mismatch	98.42	100	1.6	Saudi Arabia: Jeddah	NA	NA	desert soil	reference
RS_GCF_000980895.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas olei	GCF_000980895.1	current	NA	OK	genus_match	98.58	100	3.08	USA: New Mexico, Las Cruces	32.2830 N 106.7480 W	Anopheles gambiae	mosquito gut	ncbi
RS_GCF_900109205.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900109205	GCF_900109205.1	current	NA	OK	genus_match	99.03	100	2.52	missing	missing	not applicable	missing	ncbi
RS_GCF_002197665.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas mucosissima	GCF_002197665.1	current	reference genome	OK	below_threshold_mismatch	98.77	100	1.82	USA	NA	NA	soil	reference
RS_GCF_002197685.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas dokdonensis	GCF_002197685.1	current	reference genome	OK	below_threshold_mismatch	98.8	100	1.39	South Korea	NA	NA	soil	reference
GB_GCA_903884945.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp903884945	GCA_903884945.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	Finland	NA	NA	lake water	ncbi
RS_GCF_001423845.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001423845	GCF_001423845.1	current	NA	OK	genus_match	99.62	100	1.24	Germany:Tubingen	48.5560194 N 9.13494444 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_016743815.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp016743815	GCF_016743815.1	current	reference genome	OK	below_threshold_mismatch	90.33	100	2.6	Germany: in the city of Bonn	NA	NA	pork steak	reference
RS_GCF_014171475.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas alpina_A	GCF_014171475.1	current	NA	OK	genus_match	98.78	100	2.78	Antarctica	62.214107 S 58.944882 W	NA	NA	ncbi
RS_GCF_000803065.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000803065	GCF_000803065.1	current	NA	OK	genus_match	98.47	100	3.98	Denmark: Fladerne Creek	NA	NA	Bacterial enrichment community from groundwater sediment	ncbi
RS_GCF_014490665.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas alpina	GCF_014490665.1	current	NA	OK	species_match	94.19	50	2.3	Austria: Grossglockner area, Alps	NA	NA	alpine soil	ncbi
RS_GCF_000251145.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000251145	GCF_000251145.1	current	NA	OK	genus_match	94.58	100	1.86	Norway: Svalbard	NA	NA	Arctic lichen	ncbi
RS_GCF_000241465.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas echinoides	GCF_000241465.1	current	NA	OK	species_match	97.77	33.333332	4.25	NA	NA	NA	NA	ncbi
RS_GCF_000797515.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000797515	GCF_000797515.1	current	NA	OK	genus_match	73.37	100	4	Antarctica: Miers Dry Valley	78.60 S 164.00 E	NA	Hypolithon	ncbi
RS_GCF_013374095.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013374095	GCF_013374095.1	current	NA	OK	genus_match	98.59	100	1.16	Antarctica: Skarvsnes, Hotoke-Ike lake	69.4666 S 39.5666 E	NA	NA	ncbi
